id,order_id,nps_score
3687,38713,8
3688,45657,9
3689,52954,9
3690,13235,9
3691,86626,5
3692,23788,8
3693,43827,6
3694,4003,9
3695,39509,7
3696,48914,8
3697,73331,0
3698,20742,6
3699,77957,10
3700,11933,8
3701,80930,9
3702,47652,10
3703,34811,6
3704,96472,10
3705,76186,2
3706,72688,4
3707,89678,10
3708,47174,9
3709,17923,10
3710,1398,4
3711,30328,3
3712,70655,7
3713,94331,0
3714,57874,0
3715,83195,10
3716,87738,6
3717,29938,7
3718,44035,9
3719,10608,3
3720,74682,8
3721,85768,3
3722,34482,6
3723,25731,1
3724,39055,5
3725,52313,6
3726,74814,8
3727,87352,9
3728,8184,2
3729,38510,9
3730,71354,7
3731,23554,9
3732,23639,8
3733,41547,9
3734,41452,2
3735,19890,8
3736,87395,3
3737,87053,9
3738,90729,10
3739,87324,3
3740,29319,10
3741,76800,8
3742,52227,10
3743,3141,8
3744,88046,7
3745,66371,4
3746,32502,0
3747,92460,8
3748,11619,8
3749,45751,10
3750,45812,10
3751,51063,7
3752,31734,9
3753,47258,8
3754,70030,10
3755,63184,10
3756,17047,7
3757,94941,9
3758,45004,2
3759,42728,10
3760,45356,4
3761,49632,8
3762,70161,10
3763,70992,4
3764,62002,10
3765,26833,5
3766,55646,9
3767,9432,10
3768,13439,8
3769,53508,9
3770,54323,5
3771,27305,8
3772,41624,8
3773,91544,8
3774,32177,10
3775,80259,3
3776,87658,10
3777,95256,4
3778,28121,6
3779,50175,1
3780,46402,10
3781,60290,6
3782,17541,8
3783,12695,8
3784,34828,4
3785,77712,9
3786,48287,0
3787,32920,10
3788,52958,10
3789,71182,7
3790,55525,9
3791,31460,8
3792,60987,7
3793,89986,4
3794,74048,8
3795,20291,6
3796,23903,9
3797,52999,5
3798,94170,3
3799,83646,10
3800,19038,10
3801,70613,4
3802,96279,6
3803,36017,1
3804,37080,7
3805,15514,9
3806,82865,4
3807,45599,8
3808,66538,6
3809,71516,6
3810,41476,10
3811,64693,8
3812,55838,4
3813,40219,4
3814,99897,10
3815,55269,6
3816,52198,7
3817,57004,10
3818,18081,9
3819,70198,7
3820,45998,7
3821,67882,9
3822,81362,1
3823,59188,7
3824,76896,9
3825,43,9
3826,47292,9
3827,5643,2
3828,59444,9
3829,72765,3
3830,47559,10
3831,44587,1
3832,60633,6
3833,85673,6
3834,33163,9
3835,98981,4
3836,88020,7
3837,62499,10
3838,24709,7
3839,92918,10
3840,78474,5
3841,4683,9
3842,41117,5
3843,10454,3
3844,29551,10
3845,31986,0
3846,45536,1
3847,59915,10
3848,5170,10
3849,40131,0
3850,61742,3
3851,75747,7
3852,73715,9
3853,69170,7
3854,10040,6
3855,57902,9
3856,53479,9
3857,42308,9
3858,68637,9
3859,69256,0
3860,59218,3
3861,98423,1
3862,69414,6
3863,15932,2
3864,84582,7
3865,18291,10
3866,48376,8
3867,626,9
3868,33868,10
3869,37253,9
3870,16574,9
3871,63961,9
3872,77913,9
3873,50609,3
3874,15890,8
3875,6118,5
3876,65541,10
3877,12656,3
3878,56299,3
3879,36579,10
3880,88064,8
3881,90531,0
3882,20036,8
3883,87357,10
3884,41538,0
3885,59742,8
3886,67712,1
3887,85715,3
3888,65485,9
3889,41695,8
3890,85371,4
3891,32916,10
3892,70340,10
3893,51905,1
3894,68970,0
3895,13062,9
3896,24832,2
3897,77866,8
3898,24249,6
3899,124,3
3900,77622,7
3901,93444,10
3902,35121,8
3903,16662,6
3904,8103,10
3905,67500,0
3906,71648,6
3907,96099,4
3908,72303,9
3909,31248,10
3910,79133,9
3911,99963,5
3912,82441,10
3913,27437,1
3914,22084,8
3915,68927,4
3916,76440,8
3917,55993,8
3918,41885,7
3919,52389,5
3920,13967,8
3921,97222,7
3922,64186,8
3923,62357,8
3924,72836,7
3925,74675,2
3926,95392,5
3927,65114,10
3928,65795,8
3929,51968,4
3930,68464,0
3931,54000,5
3932,89434,6
3933,7390,8
3934,65136,1
3935,37374,9
3936,41749,10
3937,17243,9
3938,61079,10
3939,65718,8
3940,64143,8
3941,7117,5
3942,70327,10
3943,58685,10
3944,56240,9
3945,22648,5
3946,26461,0
3947,73570,9
3948,42145,7
3949,43464,7
3950,4836,10
3951,98891,5
3952,24063,6
3953,99970,10
3954,40910,9
3955,59344,6
3956,89891,1
3957,90208,8
3958,81994,10
3959,43714,9
3960,59290,8
3961,81744,0
3962,27464,10
3963,83482,8
3964,56503,0
3965,74710,10
3966,74597,10
3967,10025,10
3968,56867,3
3969,6992,10
3970,51057,9
3971,35927,6
3972,72223,9
3973,33142,5
3974,20313,2
3975,7619,5
3976,49742,10
3977,92296,7
3978,85766,10
3979,10586,5
3980,76256,6
3981,83052,2
3982,55054,0
3983,77765,6
3984,65270,10
3985,59935,1
3986,96306,8
3987,17858,10
3988,73951,7
3989,99289,7
3990,9424,8
3991,89067,6
3992,52289,10
3993,89917,1
3994,66577,10
3995,61456,4
3996,90335,9
3997,37660,6
3998,43553,3
3999,45260,9
4000,45727,9
4001,39086,7
4002,76965,8
4003,67510,9
4004,84626,8
4005,90516,10
4006,35405,8
4007,75168,9
4008,3092,4
4009,92780,9
4010,85491,10
4011,75690,8
4012,30583,8
4013,26358,10
4014,85200,9
4015,47288,7
4016,4520,6
4017,4990,9
4018,72616,9
4019,28251,8
4020,96993,9
4021,87772,4
4022,76960,7
4023,67706,8
4024,71632,9
4025,34314,4
4026,7966,4
4027,52028,10
4028,95336,4
4029,36059,10
4030,76602,3
4031,8564,10
4032,69336,9
4033,1925,8
4034,21603,6
4035,5595,5
4036,12213,4
4037,98662,10
4038,23537,10
4039,97695,3
4040,20114,7
4041,94489,8
4042,97722,9
4043,67617,2
4044,24065,9
4045,17215,4
4046,32455,8
4047,2898,5
4048,51170,10
4049,49784,6
4050,30892,5
4051,42614,6
4052,74955,9
4053,65083,8
4054,83547,6
4055,28937,5
4056,73610,9
4057,83348,9
4058,99529,8
4059,70293,10
4060,356,7
4061,39151,4
4062,38068,2
4063,64796,5
4064,30594,8
4065,57571,10
4066,98782,4
4067,63949,9
4068,73794,8
4069,9941,5
4070,59036,1
4071,9756,5
4072,18356,3
4073,2328,2
4074,32452,8
4075,18852,9
4076,42209,5
4077,55158,8
4078,47550,0
4079,26412,7
4080,25168,5
4081,88909,2
4082,1035,8
4083,2998,10
4084,75539,0
4085,44797,8
4086,24243,10
4087,40202,10
4088,16167,7
4089,75015,7
4090,36942,9
4091,80179,10
4092,89457,3
4093,39061,4
4094,82086,10
4095,66310,10
4096,10627,9
4097,39920,5
4098,52183,6
4099,16743,9
4100,73777,0
4101,22403,10
4102,77742,5
4103,21592,10
4104,7972,8
4105,22077,5
4106,90425,10
4107,80863,10
4108,86428,10
4109,62392,10
4110,4534,4
4111,98562,8
4112,62909,9
4113,44706,0
4114,73984,8
4115,83948,3
4116,96111,10
4117,82660,0
4118,35135,7
4119,39244,10
4120,25015,4
4121,99463,4
4122,9746,5
4123,61027,7
4124,76065,10
4125,81696,0
4126,77586,8
4127,71846,8
4128,22571,5
4129,4550,2
4130,14347,7
4131,97932,7
4132,90135,8
4133,3131,9
4134,55280,8
4135,90902,9
4136,70528,10
4137,25604,9
4138,33846,10
4139,46397,9
4140,53656,5
4141,60137,9
4142,49100,9
4143,49434,10
4144,51485,6
4145,62978,3
4146,48610,0
4147,52714,4
4148,62900,5
4149,33615,2
4150,9238,9
4151,71313,9
4152,35519,8
4153,19409,4
4154,16203,10
4155,73184,3
4156,59586,6
4157,57037,5
4158,24898,7
4159,88313,9
4160,40760,0
4161,16031,8
4162,13079,1
4163,25215,10
4164,86806,10
4165,19686,3
4166,34882,4
4167,6136,5
4168,54974,1
4169,7669,0
4170,11975,10
4171,58872,1
4172,15345,10
4173,52763,5
4174,6962,10
4175,29873,9
4176,74026,4
4177,70574,1
4178,17,9
4179,96152,4
4180,45392,10
4181,80376,1
4182,53072,5
4183,24989,8
4184,17884,7
4185,1909,10
4186,789,10
4187,60398,3
4188,76421,5
4189,79951,9
4190,15639,6
4191,62328,9
4192,40093,10
4193,63627,10
4194,44855,3
4195,34152,4
4196,5151,8
4197,18775,6
4198,33646,10
4199,27306,10
4200,98100,9
4201,21976,2
4202,15835,9
4203,38169,10
4204,19459,8
4205,83868,6
4206,13058,10
4207,7101,2
4208,45496,10
4209,49944,10
4210,53636,8
4211,13182,4
4212,51097,7
4213,20350,10
4214,27013,8
4215,32075,4
4216,57404,7
4217,77588,8
4218,17926,6
4219,50887,10
4220,66935,10
4221,74002,6
4222,83871,10
4223,11029,6
4224,44301,8
4225,33523,3
4226,97037,0
4227,87986,2
4228,90639,10
4229,91858,3
4230,83746,8
4231,43952,10
4232,88631,5
4233,99439,9
4234,42317,8
4235,24053,0
4236,42532,5
4237,1257,10
4238,50943,9
4239,28942,9
4240,19936,7
4241,69171,10
4242,52403,10
4243,57913,10
4244,90592,2
4245,92667,2
4246,36889,7
4247,36076,5
4248,7213,5
4249,74644,0
4250,35789,10
4251,35527,7
4252,49912,7
4253,67916,1
4254,71211,5
4255,42491,5
4256,41137,0
4257,27745,7
4258,90645,9
4259,71161,8
4260,87282,3
4261,81096,6
4262,18641,8
4263,91990,5
4264,46021,0
4265,63290,10
4266,28126,6
4267,29691,2
4268,75247,8
4269,27523,4
4270,93814,3
4271,45943,10
4272,17818,7
4273,78332,3
4274,67794,2
4275,55883,2
4276,46728,7
4277,31327,4
4278,67426,3
4279,18977,10
4280,24875,5
4281,76816,8
4282,35705,7
4283,11909,0
4284,99906,5
4285,93267,8
4286,91768,9
4287,45962,2
4288,79990,10
4289,39959,10
4290,58700,10
4291,86090,10
4292,7304,8
4293,59980,9
4294,21535,2
4295,61876,9
4296,75869,2
4297,96457,7
4298,68399,6
4299,611,4
4300,96052,5
4301,41156,8
4302,91001,5
4303,8765,1
4304,10717,10
4305,66419,7
4306,79190,8
4307,86514,10
4308,80215,4
4309,11588,10
4310,52877,6
4311,99131,5
4312,78821,2
4313,2776,7
4314,77878,6
4315,1384,10
4316,13469,10
4317,71390,10
4318,22004,9
4319,69203,10
4320,90503,9
4321,22696,4
4322,35844,0
4323,70817,9
4324,48790,6
4325,65743,10
4326,91062,9
4327,36514,10
4328,9020,0
4329,25895,10
4330,51676,7
4331,10981,7
4332,13244,6
4333,51826,4
4334,67121,6
4335,32850,1
4336,58347,6
4337,92838,8
4338,57874,0
4339,81463,10
4340,52311,9
4341,63793,10
4342,6070,5
4343,69443,10
4344,49714,0
4345,75759,5
4346,11782,5
4347,59779,4
4348,80398,9
4349,71862,8
4350,81137,10
4351,39589,9
4352,39394,3
4353,89075,10
4354,25946,10
4355,11117,4
4356,53110,3
4357,7661,10
4358,60918,10
4359,75412,5
4360,95908,6
4361,371,10
4362,31120,3
4363,7512,10
4364,57062,7
4365,59775,10
4366,76858,5
4367,15818,5
4368,27814,10
4369,93662,10
4370,45265,9
4371,30938,6
4372,60934,9
4373,33815,8
4374,54140,5
4375,853,9
4376,62647,7
4377,92884,6
4378,39597,9
4379,3940,7
4380,85791,10
4381,45762,9
4382,79260,7
4383,86599,0
4384,64112,5
4385,11283,8
4386,88439,9
4387,17244,10
4388,70745,5
4389,45133,10
4390,32414,4
4391,69151,8
4392,69330,9
4393,70084,9
4394,82977,9
4395,362,3
4396,39830,10
4397,57365,9
4398,24922,3
4399,55117,10
4400,82448,1
4401,69159,9
4402,90924,5
4403,23080,9
4404,94011,10
4405,25980,9
4406,85667,8
4407,37413,8
4408,53971,2
4409,88421,7
4410,67469,1
4411,64051,0
4412,32727,8
4413,43921,10
4414,36787,8
4415,61797,10
4416,3746,5
4417,70709,5
4418,76263,9
4419,24938,4
4420,64662,7
4421,3318,6
4422,42546,6
4423,16503,9
4424,40412,9
4425,26311,0
4426,67930,4
4427,16197,9
4428,89356,7
4429,33948,4
4430,59848,5
4431,60338,9
4432,73877,8
4433,23109,9
4434,37081,5
4435,44014,10
4436,93309,5
4437,35342,9
4438,34088,6
4439,1717,8
4440,84159,6
4441,25888,6
4442,80364,2
4443,56491,10
4444,75389,0
4445,72921,8
4446,20170,10
4447,66043,10
4448,21196,9
4449,50746,5
4450,22429,6
4451,59872,10
4452,12325,7
4453,63577,0
4454,57153,9
4455,18817,9
4456,23185,1
4457,55041,6
4458,22940,8
4459,61705,8
4460,37846,6
4461,92131,6
4462,8196,9
4463,38775,10
4464,8885,2
4465,9202,10
4466,88878,10
4467,60318,8
4468,27117,8
4469,34194,10
4470,58178,8
4471,90368,10
4472,65951,2
4473,58711,6
4474,95014,9
4475,48113,3
4476,95439,4
4477,28581,6
4478,44517,9
4479,57345,4
4480,24685,8
4481,11235,7
4482,59466,0
4483,35518,10
4484,58902,9
4485,91644,7
4486,14078,10
4487,93154,8
4488,86296,10
4489,20697,8
4490,99413,5
4491,52966,10
4492,57851,1
4493,74704,5
4494,15521,0
4495,8344,9
4496,72802,0
4497,74765,9
4498,69091,5
4499,53182,3
4500,40362,6
4501,54172,8
4502,65859,9
4503,73184,5
4504,13025,2
4505,59681,7
4506,9286,1
4507,28501,4
4508,53821,10
4509,63349,9
4510,50398,9
4511,17334,8
4512,4305,0
4513,72912,10
4514,69961,8
4515,33349,0
4516,56650,10
4517,19526,5
4518,25456,9
4519,79091,9
4520,54461,2
4521,80911,10
4522,10475,9
4523,13015,7
4524,22673,3
4525,51935,1
4526,12584,2
4527,14707,3
4528,8350,3
4529,25062,10
4530,8669,7
4531,47349,8
4532,3881,10
4533,71786,7
4534,54964,10
4535,58499,2
4536,13752,8
4537,38692,10
4538,48632,10
4539,94616,4
4540,45974,3
4541,74169,9
4542,35390,10
4543,47825,9
4544,19625,6
4545,72950,0
4546,33589,8
4547,77355,4
4548,9408,1
4549,47910,10
4550,92870,8
4551,36582,10
4552,79158,6
4553,91722,2
4554,91804,3
4555,17288,6
4556,73499,9
4557,97973,10
4558,45691,10
4559,89857,10
4560,13717,2
4561,62437,8
4562,45506,7
4563,37316,10
4564,4803,7
4565,63707,10
4566,52824,10
4567,59836,9
4568,89232,6
4569,23985,8
4570,97381,4
4571,26575,9
4572,38254,10
4573,46134,5
4574,8311,5
4575,81871,8
4576,53918,7
4577,53026,6
4578,35083,7
4579,74000,10
4580,72296,0
4581,50693,7
4582,39740,9
4583,5505,7
4584,37789,1
4585,7690,8
4586,80589,6
4587,61023,10
4588,64630,8
4589,16216,6
4590,70665,8
4591,43999,5
4592,60675,6
4593,15807,4
4594,40169,10
4595,51619,10
4596,5107,9
4597,61523,4
4598,34631,8
4599,2860,2
4600,25425,3
4601,46665,9
4602,74564,5
4603,44696,9
4604,1645,9
4605,81976,4
4606,30272,1
4607,34805,0
4608,19922,8
4609,63343,3
4610,31368,4
4611,86848,6
4612,38670,0
4613,51716,5
4614,11387,2
4615,26953,10
4616,86364,9
4617,8541,5
4618,37305,10
4619,76413,9
4620,68447,10
4621,34416,5
4622,16537,10
4623,71952,9
4624,25594,9
4625,35279,10
4626,74080,10
4627,52861,3
4628,89758,7
4629,7949,3
4630,8328,9
4631,24887,9
4632,98841,7
4633,84843,10
4634,47921,8
4635,55784,8
4636,94557,8
4637,3466,10
4638,86397,2
4639,63213,4
4640,74242,5
4641,57326,9
4642,14110,10
4643,63148,1
4644,73916,0
4645,80570,0
4646,56731,4
4647,5694,8
4648,26009,10
4649,11325,8
4650,54357,6
4651,59481,8
4652,4126,6
4653,14096,7
4654,39649,7
4655,82911,8
4656,74931,2
4657,69964,2
4658,92790,9
4659,17329,2
4660,57489,0
4661,9884,9
4662,83538,2
4663,29420,9
4664,27130,6
4665,37355,6
4666,30219,5
4667,53357,6
4668,99935,9
4669,37983,5
4670,52113,10
4671,84336,5
4672,12003,0
4673,84316,7
4674,13135,2
4675,73596,4
4676,58374,5
4677,77968,8
4678,82463,8
4679,79401,10
4680,38991,3
4681,46761,10
4682,87508,3
4683,10984,2
4684,99621,5
4685,38337,9
4686,72289,8
4687,33954,9
4688,50106,9
4689,86026,10
4690,7431,9
4691,50294,8
4692,1846,8
4693,2379,6
4694,36607,9
4695,18924,5
4696,2840,6
4697,36864,9
4698,14414,9
4699,21456,7
4700,88735,10
4701,70466,8
4702,55405,10
4703,1092,10
4704,33974,9
4705,67576,10
4706,32224,8
4707,60,9
4708,92932,0
4709,11302,8
4710,48077,8
4711,80702,10
4712,34703,10
4713,22185,8
4714,27183,7
4715,70970,9
4716,47646,9
4717,80806,4
4718,6135,9
4719,52034,4
4720,57531,3
4721,8247,8
4722,87132,9
4723,56045,3
4724,71476,9
4725,98756,9
4726,63122,3
4727,12729,2
4728,93502,4
4729,3317,9
4730,7212,5
4731,47187,7
4732,94737,10
4733,33014,5
4734,36724,3
4735,77670,0
4736,35319,3
4737,51527,10
4738,22919,10
4739,267,5
4740,94191,10
4741,14345,10
4742,35441,6
4743,54263,9
4744,31169,10
4745,1906,7
4746,35453,10
4747,22697,4
4748,91055,7
4749,81831,3
4750,9304,10
4751,19065,9
4752,55421,8
4753,75675,2
4754,66957,6
4755,68385,8
4756,31846,6
4757,85371,6
4758,13541,9
4759,14776,10
4760,15493,10
4761,66366,10
4762,5325,3
4763,74875,0
4764,83840,10
4765,2537,5
4766,16503,7
4767,61496,8
4768,29528,10
4769,49018,0
4770,44139,0
4771,93302,10
4772,22283,1
4773,41895,10
4774,69327,8
4775,58334,9
4776,3932,10
4777,47433,0
4778,17103,7
4779,28599,10
4780,96451,4
4781,27715,10
4782,2529,6
4783,87601,9
4784,51486,8
4785,46042,3
4786,84602,6
4787,14183,7
4788,42582,3
4789,72392,9
4790,70843,8
4791,80601,10
4792,67814,4
4793,30350,0
4794,3448,2
4795,88207,7
4796,3799,10
4797,84719,8
4798,91550,8
4799,84180,1
4800,33870,8
4801,31529,8
4802,79858,6
4803,97063,8
4804,78836,9
4805,78152,9
4806,63537,10
4807,14802,7
4808,94491,4
4809,24306,9
4810,8089,10
4811,12360,10
4812,30221,7
4813,48819,10
4814,57865,5
4815,72236,2
4816,48489,3
4817,90702,4
4818,77444,9
4819,74070,2
4820,26430,2
4821,72899,10
4822,86649,10
4823,96436,9
4824,76760,4
4825,87340,10
4826,34499,7
4827,73812,3
4828,49386,8
4829,40399,5
4830,7062,10
4831,14781,5
4832,81760,10
4833,36481,7
4834,85273,2
4835,45451,5
4836,99477,10
4837,45537,6
4838,629,5
4839,71579,5
4840,25267,4
4841,93049,10
4842,54089,10
4843,97212,10
4844,13686,10
4845,59731,5
4846,43345,8
4847,91804,4
4848,86349,5
4849,47025,2
4850,55851,7
4851,9163,9
4852,43764,4
4853,12476,0
4854,15130,8
4855,6626,5
4856,80774,2
4857,68327,6
4858,56303,3
4859,63872,9
4860,9224,3
4861,2934,8
4862,60202,7
4863,95015,6
4864,53283,10
4865,30168,8
4866,1153,4
4867,616,4
4868,31072,10
4869,271,8
4870,13721,3
4871,84995,8
4872,63035,0
4873,6182,0
4874,99080,8
4875,27714,5
4876,59499,3
4877,91730,3
4878,53152,0
4879,38025,0
4880,80099,10
4881,50343,9
4882,4236,8
4883,32651,3
4884,98292,1
4885,37086,8
4886,47171,9
4887,3139,1
4888,96607,5
4889,70957,10
4890,3218,8
4891,71842,10
4892,73584,3
4893,44382,10
4894,11810,10
4895,61826,10
4896,11187,3
4897,73352,9
4898,93722,8
4899,51083,4
4900,39795,7
4901,52956,7
4902,28,3
4903,95711,9
4904,63039,6
4905,49187,9
4906,11333,10
4907,14477,8
4908,66115,8
4909,29456,5
4910,2769,7
4911,75806,10
4912,19195,10
4913,39240,8
4914,35104,10
4915,11645,4
4916,810,10
4917,96654,9
4918,42168,0
4919,64986,3
4920,84189,10
4921,46305,10
4922,64866,8
4923,1965,10
4924,64501,3
4925,62528,5
4926,47104,9
4927,91489,9
4928,83909,5
4929,40638,10
4930,51115,0
4931,92923,6
4932,25105,7
4933,32857,3
4934,37606,2
4935,32778,10
4936,47172,7
4937,48801,8
4938,67059,6
4939,92314,7
4940,81730,10
4941,66394,8
4942,85589,9
4943,22459,7
4944,28470,9
4945,30633,7
4946,56833,8
4947,71470,2
4948,19975,9
4949,97372,4
4950,32824,0
4951,64712,9
4952,74437,8
4953,58524,2
4954,37046,6
4955,92799,9
4956,97992,7
4957,21744,9
4958,9938,9
4959,38594,1
4960,67797,0
4961,18697,10
4962,84332,10
4963,89921,9
4964,9803,8
4965,56391,1
4966,22486,10
4967,37915,10
4968,45386,8
4969,65468,10
4970,91568,9
4971,76402,7
4972,29383,5
4973,35629,9
4974,70990,9
4975,5342,5
4976,63125,10
4977,74296,2
4978,15575,9
4979,64007,6
4980,82515,8
4981,68855,9
4982,24950,4
4983,70233,10
4984,46200,8
4985,87208,10
4986,39321,0
4987,93406,8
4988,60918,8
4989,36055,3
4990,34985,9
4991,12378,10
4992,34761,10
4993,44252,8
4994,40029,0
4995,6782,8
4996,73117,3
4997,28264,9
4998,30095,10
4999,25277,10
5000,94478,9
5001,81410,0
5002,74493,0
5003,66015,6
5004,35433,8
5005,59266,8
5006,2604,10
5007,55676,9
5008,98282,3
5009,21984,0
5010,2697,4
5011,89123,7
5012,16646,9
5013,84414,0
5014,92135,10
5015,47638,9
5016,46812,10
5017,94838,9
5018,4770,9
5019,22963,2
5020,26168,10
5021,24767,7
5022,27667,9
5023,93582,8
5024,8029,4
5025,72864,10
5026,29158,7
5027,57050,3
5028,85830,5
5029,31430,0
5030,53714,8
5031,2038,2
5032,59257,10
5033,63289,10
5034,24174,6
5035,20432,8
5036,25127,10
5037,40838,7
5038,96507,8
5039,64098,6
5040,71543,9
5041,88000,7
5042,32213,8
5043,51053,9
5044,51131,10
5045,14492,3
5046,71995,8
5047,25354,10
5048,96590,9
5049,27183,4
5050,72883,8
5051,74719,2
5052,56919,3
5053,46381,8
5054,1061,6
5055,52960,7
5056,46800,6
5057,26313,7
5058,77203,5
5059,48752,2
5060,63458,8
5061,7096,7
5062,68769,10
5063,90258,8
5064,43577,6
5065,72730,8
5066,29469,10
5067,74512,1
5068,15135,10
5069,56611,2
5070,19906,0
5071,78551,10
5072,36262,10
5073,57125,0
5074,92413,7
5075,54340,9
5076,65025,4
5077,71835,7
5078,63456,10
5079,56511,4
5080,21854,0
5081,25741,4
5082,56568,3
5083,85521,4
5084,65339,7
5085,1899,5
5086,89397,4
5087,10714,0
5088,19168,10
5089,77734,5
5090,78549,6
5091,82323,9
5092,89689,5
5093,52077,9
5094,43717,10
5095,20960,7
5096,84503,0
5097,74983,1
5098,49284,9
5099,34456,8
5100,39305,4
5101,17470,9
5102,21578,8
5103,62710,10
5104,99170,10
5105,17080,9
5106,21787,0
5107,91524,5
5108,65146,0
5109,26903,7
5110,57370,7
5111,20246,5
5112,80145,10
5113,86200,5
5114,33419,10
5115,56515,10
5116,31773,8
5117,60754,10
5118,57295,8
5119,93990,6
5120,71064,4
5121,6316,10
5122,52624,10
5123,25552,4
5124,91578,10
5125,10201,5
5126,81317,10
5127,1967,10
5128,74125,6
5129,78383,8
5130,7465,0
5131,14305,5
5132,39220,10
5133,37531,10
5134,27751,6
5135,18004,7
5136,40975,7
5137,39209,8
5138,95046,9
5139,15579,10
5140,49524,5
5141,14387,7
5142,61761,10
5143,64318,5
5144,58399,0
5145,62888,7
5146,57513,10
5147,45860,7
5148,34945,10
5149,63143,1
5150,4601,8
5151,83314,10
5152,26371,8
5153,69226,2
5154,73710,10
5155,63272,10
5156,53475,8
5157,31382,10
5158,20269,7
5159,34406,3
5160,54992,5
5161,34918,6
5162,72346,1
5163,19333,7
5164,87107,9
5165,96186,10
5166,42554,8
5167,64210,10
5168,93126,10
5169,94303,7
5170,51942,10
5171,23607,10
5172,89865,5
5173,43901,8
5174,22064,1
5175,94636,10
5176,83839,6
5177,27695,10
5178,55267,9
5179,94745,4
5180,23598,1
5181,3878,10
5182,47,10
5183,46922,4
5184,8460,9
5185,82609,10
5186,1006,8
5187,10914,4
5188,67471,9
5189,70275,10
5190,7372,0
5191,56492,7
5192,25968,5
5193,54014,6
5194,67079,9
5195,22389,10
5196,31390,9
5197,84309,10
5198,88001,10
5199,3342,10
5200,44156,1
5201,38799,6
5202,70348,5
5203,7513,10
5204,84796,5
5205,68948,1
5206,88945,9
5207,4739,10
5208,66474,8
5209,37970,6
5210,90268,8
5211,18690,10
5212,54206,6
5213,10466,10
5214,29952,9
5215,45989,6
5216,4757,5
5217,67034,10
5218,8089,9
5219,70801,3
5220,44068,10
5221,74346,10
5222,1424,2
5223,32384,6
5224,29604,5
5225,9027,5
5226,77430,7
5227,63305,5
5228,81898,10
5229,67666,6
5230,62184,9
5231,56477,10
5232,45901,0
5233,38248,10
5234,77845,5
5235,11014,9
5236,64768,10
5237,86000,9
5238,75969,9
5239,31500,7
5240,25836,0
5241,64852,10
5242,17256,8
5243,12984,9
5244,4169,9
5245,87256,3
5246,65746,8
5247,88143,8
5248,13042,7
5249,56917,3
5250,60757,10
5251,34092,7
5252,24412,10
5253,87430,6
5254,72308,8
5255,30071,10
5256,85449,10
5257,46479,9
5258,66975,6
5259,15464,10
5260,2573,10
5261,98078,1
5262,15834,7
5263,35586,10
5264,97093,10
5265,11251,2
5266,80723,2
5267,24852,10
5268,23639,9
5269,77972,6
5270,52693,6
5271,80036,0
5272,73241,3
5273,98445,8
5274,60683,9
5275,60557,8
5276,58419,3
5277,18258,7
5278,70046,8
5279,68472,6
5280,37047,5
5281,69838,3
5282,78509,9
5283,60281,0
5284,91188,7
5285,94592,0
5286,7706,8
5287,14366,10
5288,38099,10
5289,5502,8
5290,83262,10
5291,94741,8
5292,38763,10
5293,94515,9
5294,51197,4
5295,36906,9
5296,54928,7
5297,5405,10
5298,75731,5
5299,99451,5
5300,69842,4
5301,59320,0
5302,40557,9
5303,87728,10
5304,14112,8
5305,49462,1
5306,45005,9
5307,60373,10
5308,88369,2
5309,4709,7
5310,93600,9
5311,6302,10
5312,10509,8
5313,93461,10
5314,4249,8
5315,2458,5
5316,34423,3
5317,6207,3
5318,2693,2
5319,48105,0
5320,45498,10
5321,38065,0
5322,58187,1
5323,67384,0
5324,22802,10
5325,48971,8
5326,58576,0
5327,13989,9
5328,18933,10
5329,99367,9
5330,32440,2
5331,6335,5
5332,12004,7
5333,83960,5
5334,96252,7
5335,86659,0
5336,78025,10
5337,57342,3
5338,48,8
5339,23425,9
5340,29404,7
5341,14266,0
5342,42207,10
5343,48880,0
5344,78430,10
5345,98773,10
5346,39548,9
5347,30632,8
5348,14961,10
5349,10946,9
5350,66510,7
5351,18159,10
5352,34084,10
5353,19748,8
5354,15144,10
5355,77173,9
5356,14571,5
5357,27542,10
5358,4927,4
5359,27663,6
5360,15578,6
5361,34643,0
5362,4815,6
5363,37351,5
5364,30016,10
5365,59180,3
5366,18133,10
5367,18925,4
5368,6188,9
5369,72782,8
5370,2580,8
5371,30768,4
5372,72610,5
5373,86214,9
5374,61705,10
5375,43060,4
5376,82123,10
5377,99453,5
5378,89316,3
5379,39613,4
5380,23161,8
5381,47711,9
5382,51462,0
5383,20482,10
5384,20704,0
5385,27398,5
5386,52782,0
5387,23972,3
5388,11218,6
5389,96276,10
5390,72792,8
5391,72985,5
5392,43475,9
5393,5872,4
5394,87068,10
5395,9856,7
5396,7781,0
5397,55719,5
5398,66347,10
5399,64312,0
5400,35092,7
5401,93631,6
5402,76463,3
5403,41931,6
5404,6930,10
5405,30398,0
5406,20976,10
5407,44320,2
5408,80467,9
5409,8924,0
5410,65374,8
5411,37130,3
5412,94519,6
5413,2370,5
5414,25691,0
5415,50835,7
5416,5838,6
5417,53154,10
5418,78334,10
5419,90285,10
5420,99708,5
5421,11167,7
5422,54786,8
5423,57741,8
5424,36797,0
5425,81697,2
5426,41146,9
5427,17326,7
5428,22518,9
5429,10008,9
5430,58611,9
5431,71091,8
5432,28637,9
5433,64078,8
5434,59588,6
5435,39721,4
5436,54445,6
5437,56159,4
